age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
47,blue-collar,married,secondary,no,481.5,yes,no,unknown,7,may,228,2,-1,0,unknown,no
39,retired,married,tertiary,no,6492.0,no,no,cellular,27,apr,121,8,-1,0,unknown,no
51,retired,married,primary,no,1312.5,yes,no,cellular,20,nov,197,1,-1,0,unknown,no
44,blue-collar,single,secondary,no,-108.0,yes,no,cellular,7,jul,273,5,-1,0,unknown,no
50,retired,married,tertiary,no,7713.0,no,no,cellular,13,jan,147,2,224,1,failure,no
46,housemaid,single,secondary,no,1522.5,yes,no,cellular,18,may,1008,1,347,2,success,yes
50,management,single,tertiary,no,256.5,no,no,cellular,19,aug,1241,3,-1,0,unknown,no
66,housemaid,divorced,secondary,no,384.0,no,no,cellular,19,aug,220,5,117,2,other,no
56,retired,married,secondary,no,57.0,no,no,cellular,27,may,181,3,183,1,success,yes
45,housemaid,single,secondary,no,1522.5,yes,no,unknown,5,jun,406,2,-1,0,unknown,yes
42,management,married,tertiary,no,409.5,yes,no,cellular,28,jul,231,10,-1,0,unknown,no
47,admin.,single,secondary,no,7204.5,no,no,cellular,15,jan,396,2,-1,0,unknown,yes
42,retired,single,tertiary,no,0.0,no,no,cellular,21,aug,119,2,-1,0,unknown,no
63,management,divorced,tertiary,no,364.5,yes,no,cellular,7,jul,66,2,-1,0,unknown,no
46,management,married,tertiary,no,4219.5,yes,no,cellular,7,aug,88,3,-1,0,unknown,no
55,admin.,divorced,secondary,no,0.0,yes,no,cellular,17,nov,102,1,-1,0,unknown,no
48,blue-collar,married,unknown,no,0.0,no,no,cellular,22,jul,233,1,-1,0,unknown,no
71,admin.,married,unknown,no,6943.5,yes,no,cellular,29,jul,349,3,183,2,success,yes
42,entrepreneur,married,secondary,no,202.5,yes,no,unknown,7,may,143,2,-1,0,unknown,no
60,retired,divorced,secondary,no,856.5,yes,no,unknown,2,jun,88,4,-1,0,unknown,no
33,student,single,secondary,no,1531.5,no,no,telephone,19,jun,79,9,-1,0,unknown,no
48,management,married,tertiary,no,276.0,no,no,cellular,6,aug,224,2,-1,0,unknown,no
48,technician,single,secondary,no,2566.5,no,no,telephone,30,sep,234,1,-1,0,unknown,yes
43,management,single,tertiary,no,1516.5,yes,no,unknown,12,may,1495,4,-1,0,unknown,no
43,management,married,tertiary,no,169.5,yes,no,cellular,8,may,145,2,172,13,other,no
45,management,single,tertiary,no,888.0,no,yes,unknown,14,may,192,1,-1,0,unknown,no
57,technician,divorced,tertiary,no,12.0,no,no,cellular,29,aug,62,2,-1,0,unknown,no
89,retired,married,secondary,no,12456.0,no,no,telephone,9,mar,303,9,-1,0,unknown,yes
44,technician,married,secondary,no,9486.0,yes,no,cellular,21,jul,190,4,-1,0,unknown,no
29,student,single,primary,no,0.0,no,no,cellular,4,may,72,4,-1,0,unknown,no
44,technician,married,secondary,no,6.0,yes,no,unknown,15,may,644,1,-1,0,unknown,no
65,management,married,tertiary,no,814.5,no,no,cellular,7,aug,61,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,0.0,no,yes,cellular,10,jul,351,2,-1,0,unknown,no
55,management,single,tertiary,no,24.0,no,no,cellular,31,jul,59,2,-1,0,unknown,no
34,admin.,single,secondary,no,-147.0,yes,no,cellular,16,jun,229,1,-1,0,unknown,no
35,student,single,secondary,no,703.5,no,no,cellular,24,feb,524,1,187,2,success,no
49,admin.,single,tertiary,no,33129.0,no,no,cellular,4,jun,160,1,-1,0,unknown,yes
64,management,married,tertiary,no,222.0,no,yes,cellular,24,jul,42,3,-1,0,unknown,no
67,self-employed,married,tertiary,no,4518.0,no,no,telephone,20,nov,98,4,-1,0,unknown,no
60,management,married,primary,no,2187.0,no,no,cellular,28,jan,92,1,-1,0,unknown,no
40,technician,single,secondary,no,172.5,no,no,cellular,13,may,152,1,351,1,failure,no
57,services,married,secondary,no,1740.0,yes,no,cellular,3,feb,117,2,221,4,failure,no
32,admin.,single,secondary,no,49.5,no,no,cellular,12,feb,369,1,-1,0,unknown,yes
38,admin.,single,secondary,no,231.0,yes,no,cellular,15,may,536,1,364,1,other,yes
68,retired,married,secondary,no,561.0,yes,yes,cellular,28,jan,223,1,196,1,failure,no
48,blue-collar,married,secondary,no,6481.5,no,no,cellular,18,may,252,1,85,6,failure,no
70,management,divorced,tertiary,yes,30.0,no,yes,telephone,15,jul,207,3,-1,0,unknown,no
60,management,married,tertiary,yes,-214.5,yes,no,unknown,15,may,305,3,-1,0,unknown,no
64,blue-collar,married,primary,no,1171.5,yes,no,unknown,9,may,103,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,765.0,yes,no,unknown,23,may,122,6,-1,0,unknown,no
65,retired,married,tertiary,no,151.5,yes,no,cellular,9,jul,111,1,-1,0,unknown,no
51,technician,married,secondary,no,372.0,no,no,cellular,20,aug,156,2,-1,0,unknown,no
64,management,married,tertiary,no,0.0,no,yes,cellular,19,nov,307,3,-1,0,unknown,no
45,unemployed,single,secondary,no,1420.5,yes,no,unknown,26,may,140,2,-1,0,unknown,no
43,self-employed,single,tertiary,no,1573.5,no,no,cellular,4,may,126,4,-1,0,unknown,no
45,blue-collar,married,secondary,no,675.0,no,no,cellular,20,nov,95,2,-1,0,unknown,no
39,self-employed,married,tertiary,no,1126.5,yes,no,unknown,23,may,121,2,-1,0,unknown,no
49,admin.,married,secondary,no,-550.5,yes,no,cellular,16,apr,667,2,-1,0,unknown,no
39,technician,single,tertiary,no,4497.0,no,no,unknown,2,jun,479,3,-1,0,unknown,no
45,blue-collar,single,secondary,no,-55.5,yes,yes,unknown,2,jun,276,2,-1,0,unknown,no
48,retired,married,secondary,no,246.0,yes,no,unknown,7,may,309,2,-1,0,unknown,no
37,student,single,secondary,no,379.5,no,no,cellular,25,may,242,2,-1,0,unknown,yes
51,retired,married,secondary,no,870.0,yes,no,cellular,14,may,874,1,363,1,failure,yes
56,technician,married,secondary,no,5151.0,no,yes,cellular,27,feb,115,1,-1,0,unknown,yes
45,retired,married,secondary,no,516.0,yes,no,unknown,20,jun,11,18,-1,0,unknown,no
60,services,married,secondary,no,160.5,yes,no,unknown,9,may,71,4,-1,0,unknown,no
38,blue-collar,married,primary,no,273.0,yes,no,unknown,19,jun,153,1,-1,0,unknown,no
46,unemployed,married,secondary,no,-1308.0,yes,yes,cellular,20,nov,153,1,183,1,failure,no
68,retired,married,primary,no,4453.5,no,no,telephone,30,apr,130,1,-1,0,unknown,no
64,technician,married,tertiary,no,4324.5,yes,yes,unknown,15,may,12,3,-1,0,unknown,no
42,retired,married,secondary,no,562.5,no,no,cellular,20,aug,135,3,-1,0,unknown,no
47,retired,single,secondary,no,8613.0,yes,yes,cellular,30,jan,588,1,-1,0,unknown,no
44,management,single,secondary,no,774.0,yes,no,cellular,28,jul,292,2,-1,0,unknown,no
61,housemaid,divorced,tertiary,no,2419.5,no,no,cellular,4,aug,870,1,-1,0,unknown,yes
41,blue-collar,married,secondary,no,2041.5,yes,no,unknown,20,jun,176,4,-1,0,unknown,no
44,blue-collar,divorced,secondary,no,574.5,yes,no,unknown,13,may,2231,1,-1,0,unknown,yes
48,retired,married,tertiary,no,1531.5,no,no,cellular,20,nov,87,3,-1,0,unknown,no
63,blue-collar,married,primary,no,3202.5,no,no,cellular,4,feb,152,2,-1,0,unknown,no
66,blue-collar,married,primary,no,226.5,no,no,cellular,3,feb,128,1,-1,0,unknown,no
43,blue-collar,single,tertiary,no,685.5,yes,no,cellular,23,jul,107,4,-1,0,unknown,no
42,self-employed,single,secondary,no,303.0,yes,no,cellular,16,apr,827,1,149,1,failure,no
50,housemaid,divorced,secondary,no,162.0,no,no,unknown,9,may,93,1,-1,0,unknown,no
61,blue-collar,married,secondary,no,1296.0,yes,no,cellular,13,may,321,1,-1,0,unknown,no
45,technician,divorced,secondary,no,0.0,yes,no,cellular,21,nov,72,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,1431.0,yes,no,unknown,2,jun,402,9,-1,0,unknown,no
55,self-employed,married,tertiary,no,0.0,yes,no,cellular,17,nov,134,1,-1,0,unknown,no
68,self-employed,divorced,tertiary,no,4.5,yes,yes,unknown,2,jun,129,4,-1,0,unknown,no
51,services,married,secondary,no,0.0,yes,yes,telephone,12,may,125,4,-1,0,unknown,no
43,management,single,tertiary,no,1384.5,yes,no,cellular,19,nov,1307,3,173,6,failure,no
45,blue-collar,married,secondary,no,-25.5,yes,no,unknown,20,jul,7,1,-1,0,unknown,no
70,retired,married,secondary,no,28450.5,yes,no,cellular,29,jan,177,2,-1,0,unknown,yes
39,management,single,tertiary,no,1311.0,yes,no,cellular,16,sep,152,1,103,1,success,yes
47,services,married,secondary,no,699.0,yes,yes,cellular,25,may,377,1,-1,0,unknown,yes
34,admin.,single,secondary,no,1528.5,yes,no,unknown,19,may,99,26,-1,0,unknown,no
41,blue-collar,married,secondary,no,1485.0,yes,yes,cellular,7,may,92,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,564.0,yes,no,cellular,21,nov,61,4,-1,0,unknown,no
61,management,married,tertiary,no,2091.0,yes,no,cellular,5,aug,115,1,-1,0,unknown,no
67,retired,married,secondary,no,-18.0,no,yes,cellular,12,aug,80,8,-1,0,unknown,no
65,management,divorced,tertiary,no,2397.0,no,no,cellular,22,aug,607,4,-1,0,unknown,no
36,retired,single,secondary,no,211.5,no,no,cellular,22,jul,128,1,-1,0,unknown,no
40,management,single,tertiary,no,3184.5,no,no,cellular,11,aug,217,2,-1,0,unknown,no
39,blue-collar,single,primary,no,1425.0,yes,no,unknown,4,jun,135,3,-1,0,unknown,no
45,retired,divorced,tertiary,no,1237.5,yes,no,cellular,17,nov,273,2,-1,0,unknown,no
69,management,married,tertiary,no,5668.5,no,no,cellular,18,aug,93,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,649.5,no,no,cellular,7,jul,116,3,-1,0,unknown,no
40,blue-collar,single,secondary,no,616.5,no,no,cellular,25,may,115,1,-1,0,unknown,no
67,management,divorced,tertiary,no,663.0,no,no,cellular,5,feb,41,1,253,3,failure,no
43,blue-collar,married,primary,no,180.0,yes,no,unknown,9,may,250,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,1056.0,yes,no,telephone,11,may,28,2,306,1,failure,no
53,blue-collar,married,secondary,no,69.0,yes,no,cellular,15,may,38,7,332,6,failure,no
44,technician,married,tertiary,no,34614.0,no,no,cellular,26,may,243,2,35,6,other,yes
60,technician,divorced,secondary,no,0.0,no,no,cellular,29,sep,159,1,120,2,failure,yes
62,blue-collar,divorced,primary,no,-85.5,yes,no,unknown,7,may,114,3,-1,0,unknown,no
44,management,married,tertiary,no,382.5,no,no,cellular,27,aug,78,9,-1,0,unknown,no
46,retired,married,tertiary,no,1663.5,no,no,cellular,13,aug,328,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,735.0,yes,no,cellular,8,may,216,2,368,2,failure,no
39,technician,married,tertiary,no,-1083.0,no,yes,unknown,27,jun,121,4,-1,0,unknown,no
53,management,married,tertiary,no,522.0,no,yes,cellular,15,jul,88,3,-1,0,unknown,no
64,management,married,tertiary,no,2190.0,no,yes,cellular,3,feb,341,3,202,7,other,no
53,blue-collar,married,secondary,no,1051.5,yes,yes,cellular,20,apr,69,1,-1,0,unknown,no
60,technician,married,secondary,no,624.0,yes,no,unknown,5,jun,494,5,-1,0,unknown,yes
68,technician,married,secondary,no,12229.5,yes,no,unknown,21,may,134,5,-1,0,unknown,no
43,admin.,married,secondary,no,91.5,yes,yes,unknown,8,may,116,2,-1,0,unknown,no
40,technician,married,tertiary,no,136.5,no,no,cellular,10,jul,363,2,-1,0,unknown,no
60,entrepreneur,married,secondary,no,0.0,yes,yes,cellular,17,nov,344,1,-1,0,unknown,no
29,student,single,secondary,no,82.5,no,no,telephone,6,oct,89,2,193,1,other,no
49,management,married,tertiary,no,852.0,yes,yes,unknown,30,may,206,3,-1,0,unknown,no
44,admin.,single,secondary,no,1.5,yes,no,cellular,22,jul,483,7,-1,0,unknown,no
67,technician,single,secondary,no,5248.5,yes,no,cellular,20,nov,104,4,175,3,failure,no
46,services,married,secondary,no,2619.0,yes,no,unknown,26,may,99,1,-1,0,unknown,no
42,retired,married,primary,no,4624.5,no,no,cellular,22,jun,271,2,-1,0,unknown,no
40,unemployed,single,primary,no,1.5,no,no,cellular,18,nov,119,2,-1,0,unknown,no
58,blue-collar,married,secondary,no,4512.0,yes,yes,cellular,18,nov,163,1,187,3,failure,no
37,technician,single,secondary,no,876.0,yes,no,unknown,8,may,192,2,-1,0,unknown,no
65,retired,divorced,tertiary,no,1354.5,yes,no,telephone,14,may,536,3,-1,0,unknown,no
42,technician,married,secondary,no,4983.0,yes,no,cellular,20,apr,380,1,74,4,failure,no
43,technician,single,tertiary,no,12070.5,yes,no,cellular,18,may,202,1,263,13,failure,no
66,blue-collar,married,secondary,no,189.0,no,no,cellular,14,may,113,2,-1,0,unknown,no
48,admin.,divorced,secondary,no,297.0,yes,no,unknown,26,may,431,2,-1,0,unknown,yes
61,management,divorced,tertiary,no,106.5,yes,no,cellular,14,aug,178,2,-1,0,unknown,no
53,technician,married,secondary,no,462.0,yes,no,cellular,3,feb,137,3,264,4,other,no
45,admin.,divorced,secondary,no,0.0,no,no,cellular,30,jul,186,6,-1,0,unknown,no
44,admin.,married,secondary,no,0.0,yes,no,telephone,10,jul,38,1,-1,0,unknown,no
39,technician,single,secondary,no,2784.0,yes,yes,cellular,18,may,134,1,-1,0,unknown,no
60,blue-collar,married,secondary,no,97.5,yes,no,telephone,12,may,11,1,-1,0,unknown,no
42,management,single,tertiary,no,391.5,no,no,cellular,9,feb,13,5,-1,0,unknown,no
53,unemployed,married,tertiary,no,-10.5,yes,yes,cellular,29,jul,228,1,-1,0,unknown,no
46,admin.,single,secondary,no,0.0,no,no,cellular,20,apr,637,1,-1,0,unknown,no
36,services,single,secondary,no,73.5,no,no,cellular,30,jan,397,1,-1,0,unknown,no
59,technician,married,tertiary,no,3916.5,no,no,cellular,20,apr,194,2,-1,0,unknown,yes
41,blue-collar,single,secondary,no,-259.5,yes,no,unknown,4,jun,121,2,-1,0,unknown,no
52,retired,single,tertiary,no,6396.0,yes,no,unknown,28,may,882,1,-1,0,unknown,no
59,technician,married,tertiary,no,784.5,yes,no,cellular,3,mar,152,2,-1,0,unknown,yes
40,technician,married,secondary,no,10264.5,no,no,cellular,12,aug,227,1,-1,0,unknown,no
45,retired,single,secondary,no,790.5,no,yes,unknown,2,jul,348,3,-1,0,unknown,no
39,management,single,tertiary,no,138.0,no,no,cellular,2,mar,175,5,-1,0,unknown,yes
59,blue-collar,divorced,primary,no,3393.0,yes,no,unknown,21,may,125,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,1345.5,yes,no,cellular,7,apr,293,3,322,2,failure,no
51,blue-collar,married,secondary,no,573.0,yes,no,telephone,17,apr,218,2,-1,0,unknown,no
41,technician,married,secondary,no,883.5,yes,yes,unknown,21,may,151,1,-1,0,unknown,no
53,self-employed,married,secondary,no,8346.0,no,no,cellular,20,apr,45,5,154,2,failure,no
41,admin.,single,secondary,no,0.0,no,no,unknown,19,may,179,1,-1,0,unknown,no
43,entrepreneur,married,secondary,no,3.0,yes,yes,unknown,5,may,76,1,-1,0,unknown,no
65,blue-collar,married,secondary,no,582.0,no,no,cellular,12,aug,187,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,225.0,yes,no,unknown,5,jun,492,2,-1,0,unknown,no
66,services,single,secondary,no,1048.5,yes,no,cellular,20,apr,193,1,-1,0,unknown,no
55,blue-collar,married,primary,no,154.5,no,no,cellular,28,jan,64,3,-1,0,unknown,no
53,admin.,married,secondary,no,-697.5,yes,yes,cellular,23,jul,166,1,-1,0,unknown,no
44,technician,married,tertiary,no,-936.0,no,no,telephone,2,feb,20,8,-1,0,unknown,no
50,management,married,tertiary,no,643.5,yes,no,cellular,6,may,222,2,363,4,failure,no
55,retired,divorced,secondary,no,73.5,no,no,cellular,5,aug,164,3,-1,0,unknown,no
43,retired,married,secondary,no,519.0,yes,no,cellular,16,jul,172,1,-1,0,unknown,no
43,management,married,secondary,no,-427.5,yes,no,cellular,12,aug,507,3,-1,0,unknown,no
63,technician,divorced,secondary,no,1126.5,yes,no,unknown,16,may,343,4,-1,0,unknown,no
80,retired,divorced,primary,no,1242.0,no,no,cellular,28,dec,433,1,-1,0,unknown,no
57,admin.,married,secondary,no,6460.5,no,no,unknown,16,jun,88,1,-1,0,unknown,no
57,technician,divorced,secondary,no,247.5,no,no,unknown,18,jun,99,3,-1,0,unknown,no
38,retired,single,secondary,no,4246.5,yes,no,unknown,9,may,211,3,-1,0,unknown,no
55,technician,married,secondary,no,1504.5,yes,no,unknown,4,jun,71,1,-1,0,unknown,no
55,management,married,secondary,no,0.0,yes,yes,cellular,28,jan,625,1,-1,0,unknown,no
41,retired,married,secondary,no,1101.0,no,no,cellular,26,aug,195,9,-1,0,unknown,no
29,student,single,primary,no,154.5,no,no,cellular,18,jan,177,2,95,4,failure,no
57,admin.,married,secondary,no,2901.0,no,yes,cellular,14,may,225,1,364,1,failure,no
39,services,married,secondary,no,46.5,yes,no,cellular,24,jul,71,5,-1,0,unknown,no
41,retired,single,tertiary,no,535.5,yes,no,unknown,23,may,77,3,-1,0,unknown,no
38,technician,single,secondary,no,897.0,yes,no,cellular,2,mar,177,1,288,2,failure,yes
45,services,single,secondary,no,541.5,no,no,unknown,17,jun,256,1,-1,0,unknown,no
62,services,divorced,primary,yes,-1.5,no,yes,cellular,29,jul,112,6,-1,0,unknown,no
52,technician,single,secondary,no,1035.0,yes,no,unknown,5,may,20,1,-1,0,unknown,no
41,student,single,tertiary,no,0.0,no,no,cellular,4,may,47,2,-1,0,unknown,no
59,management,married,tertiary,no,705.0,no,no,cellular,18,nov,79,1,-1,0,unknown,no
55,admin.,married,secondary,no,193.5,yes,no,cellular,9,sep,307,2,191,1,failure,no
65,unemployed,divorced,secondary,no,463.5,no,no,cellular,20,apr,167,1,181,3,success,yes
45,management,married,tertiary,no,1281.0,no,yes,cellular,19,aug,133,20,-1,0,unknown,no
46,management,single,secondary,no,2677.5,no,no,cellular,21,nov,136,2,-1,0,unknown,no
44,management,single,tertiary,no,39862.5,no,no,cellular,18,nov,93,1,-1,0,unknown,no
68,blue-collar,married,unknown,no,7306.5,yes,no,unknown,14,may,133,2,-1,0,unknown,no
61,technician,married,secondary,no,3.0,yes,yes,cellular,4,feb,71,1,205,3,failure,no
81,retired,married,secondary,no,3096.0,no,no,cellular,9,nov,379,2,92,3,failure,no
45,technician,single,tertiary,no,12.0,no,no,cellular,21,aug,169,2,-1,0,unknown,no
69,retired,married,tertiary,no,3478.5,yes,no,unknown,15,may,132,32,-1,0,unknown,no
39,admin.,single,secondary,no,2175.0,yes,no,unknown,28,may,195,1,-1,0,unknown,no
50,technician,married,secondary,no,6447.0,no,no,cellular,2,jun,221,1,-1,0,unknown,no
64,admin.,married,secondary,no,1858.5,no,no,cellular,19,nov,200,1,-1,0,unknown,no
45,technician,single,tertiary,no,546.0,no,yes,cellular,9,jul,247,3,-1,0,unknown,no
48,blue-collar,single,secondary,no,783.0,yes,no,unknown,29,may,347,2,-1,0,unknown,no
43,admin.,married,secondary,no,157.5,yes,no,unknown,26,may,122,4,-1,0,unknown,no
40,unemployed,married,secondary,no,1815.0,no,no,cellular,9,jul,100,4,-1,0,unknown,no
43,technician,single,unknown,no,202.5,yes,no,cellular,18,may,153,1,-1,0,unknown,no
68,technician,married,primary,no,24178.5,no,no,telephone,20,nov,188,2,-1,0,unknown,no
41,retired,married,secondary,no,658.5,no,no,unknown,4,oct,5,1,-1,0,unknown,no
54,unemployed,divorced,secondary,no,3162.0,yes,no,cellular,13,may,152,2,369,1,other,no
66,retired,married,secondary,no,1935.0,no,no,unknown,12,jun,243,1,-1,0,unknown,no
35,student,single,primary,no,559.5,yes,no,cellular,11,may,819,2,-1,0,unknown,yes
41,management,single,tertiary,no,-1809.0,yes,no,unknown,23,may,390,1,-1,0,unknown,no
37,retired,single,secondary,no,441.0,yes,yes,unknown,28,may,694,2,-1,0,unknown,yes
38,retired,married,primary,no,630.0,no,yes,telephone,8,jul,65,3,-1,0,unknown,no
47,services,single,secondary,no,31.5,yes,no,cellular,2,feb,96,1,271,2,other,no
45,services,married,secondary,no,292.5,yes,no,cellular,17,apr,203,1,-1,0,unknown,no
53,management,married,primary,no,147.0,no,no,unknown,20,jun,185,4,-1,0,unknown,no
53,management,married,tertiary,no,0.0,no,no,cellular,18,jul,110,1,-1,0,unknown,no
65,housemaid,divorced,secondary,no,0.0,no,no,unknown,12,jun,90,8,-1,0,unknown,no
43,services,married,secondary,no,6651.0,yes,no,unknown,20,may,265,1,-1,0,unknown,no
63,retired,married,secondary,no,7452.0,no,no,cellular,8,feb,94,1,333,1,other,no
54,management,married,secondary,no,40.5,yes,no,unknown,29,may,158,1,-1,0,unknown,no
44,management,married,tertiary,no,454.5,yes,no,cellular,29,jan,50,1,195,2,failure,no
43,blue-collar,single,unknown,no,193.5,yes,yes,cellular,20,nov,192,1,-1,0,unknown,no
51,services,married,secondary,no,6757.5,yes,no,unknown,14,may,108,2,-1,0,unknown,no
40,management,single,tertiary,no,1477.5,yes,no,cellular,25,oct,304,1,94,2,success,yes
54,technician,married,tertiary,no,1276.5,yes,no,cellular,11,jul,47,2,-1,0,unknown,no
70,housemaid,married,secondary,no,2041.5,no,no,cellular,8,aug,161,2,-1,0,unknown,no
59,admin.,single,secondary,no,439.5,no,no,cellular,28,jun,452,1,-1,0,unknown,yes
59,housemaid,married,primary,no,1333.5,no,no,telephone,7,jul,388,1,-1,0,unknown,yes
65,retired,married,secondary,no,1134.0,no,no,cellular,11,aug,210,3,-1,0,unknown,no
39,services,married,secondary,no,9850.5,yes,no,cellular,15,may,792,2,298,1,failure,yes
57,management,married,tertiary,no,0.0,yes,no,cellular,4,mar,194,2,181,3,failure,no
40,admin.,married,secondary,no,-102.0,yes,no,cellular,10,jul,327,1,-1,0,unknown,no
45,management,married,tertiary,no,2526.0,yes,no,cellular,28,aug,39,8,-1,0,unknown,no
46,admin.,single,secondary,no,0.0,yes,no,cellular,21,nov,139,2,-1,0,unknown,no
77,housemaid,divorced,secondary,no,7912.5,no,no,cellular,13,aug,222,4,-1,0,unknown,yes
33,technician,single,secondary,no,114.0,yes,no,unknown,15,may,23,1,-1,0,unknown,no
36,retired,single,tertiary,no,543.0,no,no,cellular,15,sep,925,1,104,2,success,yes
50,blue-collar,married,secondary,no,1977.0,yes,no,unknown,17,jun,681,2,-1,0,unknown,no
43,technician,married,tertiary,no,112.5,no,no,cellular,21,jul,204,4,-1,0,unknown,no
55,management,divorced,tertiary,no,4725.0,yes,no,cellular,17,nov,101,2,-1,0,unknown,no
39,retired,married,tertiary,no,1287.0,yes,no,cellular,12,jun,234,7,330,1,failure,no
57,retired,married,primary,no,0.0,no,no,unknown,18,jun,308,1,-1,0,unknown,no
65,blue-collar,married,secondary,no,264.0,no,yes,cellular,22,aug,140,11,-1,0,unknown,no
57,management,divorced,tertiary,no,-544.5,yes,yes,unknown,27,may,513,1,-1,0,unknown,no
39,services,single,secondary,no,60.0,yes,no,cellular,18,may,105,1,355,2,failure,no
42,technician,single,tertiary,no,627.0,no,yes,cellular,14,jul,138,3,-1,0,unknown,no
46,services,married,secondary,no,0.0,yes,no,cellular,6,may,456,3,-1,0,unknown,no
51,retired,married,tertiary,no,41544.0,no,no,cellular,30,apr,108,1,-1,0,unknown,no
46,management,married,tertiary,no,3489.0,yes,no,cellular,20,nov,7,5,-1,0,unknown,no
65,retired,married,tertiary,no,49.5,yes,no,cellular,30,jul,246,3,-1,0,unknown,no
73,management,married,tertiary,no,4177.5,no,no,cellular,2,aug,341,2,392,3,success,yes
61,admin.,single,secondary,yes,-3.0,no,no,unknown,5,may,402,3,-1,0,unknown,no
48,blue-collar,single,secondary,no,1066.5,yes,no,cellular,24,feb,254,5,140,1,other,no
39,management,married,tertiary,no,102.0,yes,no,unknown,4,jun,69,4,-1,0,unknown,no
51,management,married,secondary,no,148.5,yes,no,cellular,18,nov,157,2,-1,0,unknown,no
56,services,married,secondary,no,2325.0,yes,no,cellular,16,apr,126,2,149,8,failure,no
51,technician,divorced,secondary,no,712.5,yes,no,cellular,28,aug,49,7,-1,0,unknown,no
65,retired,divorced,secondary,no,2370.0,no,yes,unknown,19,jun,1007,1,-1,0,unknown,yes
55,blue-collar,married,secondary,yes,-664.5,yes,yes,cellular,20,apr,691,1,-1,0,unknown,yes
51,management,married,tertiary,no,1275.0,no,no,unknown,6,jun,262,2,-1,0,unknown,no
44,admin.,single,secondary,no,-717.0,yes,yes,unknown,27,jun,111,4,-1,0,unknown,no
63,technician,married,secondary,no,7210.5,no,no,telephone,19,feb,255,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,933.0,yes,no,unknown,21,may,611,2,-1,0,unknown,yes
71,retired,married,secondary,no,5010.0,no,no,cellular,30,jun,224,1,-1,0,unknown,no
64,retired,married,secondary,no,3939.0,no,no,unknown,13,may,151,2,-1,0,unknown,no
52,blue-collar,divorced,unknown,no,0.0,no,no,cellular,7,jul,64,2,-1,0,unknown,no
44,management,married,tertiary,no,1251.0,no,no,cellular,7,aug,182,2,-1,0,unknown,no
47,admin.,single,tertiary,no,5931.0,yes,no,cellular,17,apr,238,1,331,1,failure,no
50,admin.,divorced,secondary,no,135.0,yes,no,unknown,9,jun,511,5,-1,0,unknown,no
56,entrepreneur,married,secondary,no,13309.5,yes,no,cellular,24,jul,314,2,-1,0,unknown,no
50,self-employed,married,primary,no,633.0,yes,no,unknown,14,may,187,3,-1,0,unknown,no
66,retired,married,secondary,no,5535.0,yes,yes,unknown,16,may,178,2,-1,0,unknown,no
51,blue-collar,married,primary,no,861.0,yes,no,unknown,14,may,449,2,-1,0,unknown,no
69,retired,married,secondary,no,651.0,yes,no,unknown,12,may,63,3,-1,0,unknown,no
39,retired,single,tertiary,no,1089.0,yes,no,unknown,9,may,200,3,-1,0,unknown,no
68,management,single,unknown,no,190.5,yes,no,unknown,9,may,244,5,-1,0,unknown,no
47,blue-collar,married,primary,no,-160.5,yes,no,unknown,16,jun,25,1,-1,0,unknown,no
54,management,married,tertiary,no,8371.5,no,no,cellular,8,aug,202,2,-1,0,unknown,no
73,retired,married,secondary,no,1062.0,no,no,cellular,17,nov,168,2,-1,0,unknown,no
51,retired,married,secondary,no,0.0,yes,no,unknown,2,jul,203,1,-1,0,unknown,no
47,entrepreneur,divorced,secondary,no,21.0,no,no,unknown,5,jun,22,1,-1,0,unknown,no
42,retired,divorced,tertiary,no,6589.5,no,no,cellular,27,aug,88,3,-1,0,unknown,no
43,management,single,secondary,yes,-261.0,yes,no,unknown,15,may,156,5,-1,0,unknown,no
69,management,married,tertiary,no,3810.0,no,no,cellular,16,jul,1432,5,-1,0,unknown,no
51,management,divorced,secondary,no,414.0,yes,no,unknown,7,may,60,1,-1,0,unknown,no
49,management,single,tertiary,no,385.5,no,no,cellular,7,jul,58,1,-1,0,unknown,no
31,student,single,secondary,no,324.0,no,no,cellular,5,aug,414,1,-1,0,unknown,yes
43,management,married,tertiary,no,225.0,no,no,cellular,21,aug,151,2,-1,0,unknown,no
59,services,divorced,unknown,no,469.5,yes,no,cellular,31,jul,203,7,-1,0,unknown,no
40,technician,married,secondary,no,576.0,no,no,cellular,25,aug,73,3,-1,0,unknown,no
59,retired,divorced,secondary,no,0.0,yes,yes,unknown,5,may,272,1,-1,0,unknown,no
64,retired,married,secondary,no,352.5,no,yes,cellular,21,nov,353,2,113,5,failure,no
35,services,single,secondary,no,7.5,no,yes,cellular,30,jul,84,6,-1,0,unknown,no
